date,fund_id,certificate_price
2026-07-13,FUND_GLD,86.82
2026-07-14,FUND_GLD,87.339
2026-07-15,FUND_GLD,87.587
2026-04-01,FUND_EQ,112.574
2026-04-02,FUND_EQ,112.43
2026-04-05,FUND_EQ,111.989
2026-04-06,FUND_EQ,112.339
2026-04-07,FUND_EQ,112.88
2026-04-08,FUND_EQ,113.11
2026-04-09,FUND_EQ,113.608
2026-04-12,FUND_EQ,113.925
2026-04-13,FUND_EQ,113.87
2026-04-14,FUND_EQ,114.731
2026-04-15,FUND_EQ,114.801
2026-04-16,FUND_EQ,115.388
2026-04-19,FUND_EQ,115.921
2026-04-20,FUND_EQ,116.666
2026-04-21,FUND_EQ,117.08
2026-04-22,FUND_EQ,116.605
2026-04-23,FUND_EQ,117.285
2026-04-26,FUND_EQ,117.173
2026-04-27,FUND_EQ,117.731
2026-04-28,FUND_EQ,118.059
2026-04-29,FUND_EQ,118.729
2026-04-30,FUND_EQ,119.582
2026-05-03,FUND_EQ,119.755
2026-05-04,FUND_EQ,119.403
2026-05-05,FUND_EQ,119.341
2026-05-06,FUND_EQ,119.494
2026-05-07,FUND_EQ,119.916
2026-05-10,FUND_EQ,120.534
2026-05-11,FUND_EQ,120.087
2026-05-12,FUND_EQ,119.453
2026-05-13,FUND_EQ,119.484
2026-05-14,FUND_EQ,119.02
2026-05-17,FUND_EQ,119.65
2026-05-18,FUND_EQ,120.149
2026-05-19,FUND_EQ,119.742
2026-05-20,FUND_EQ,119.784
2026-05-21,FUND_EQ,119.686
2026-05-24,FUND_EQ,119.59
2026-05-25,FUND_EQ,119.535
2026-05-26,FUND_EQ,119.993
2026-05-27,FUND_EQ,119.365
2026-05-28,FUND_EQ,118.789
2026-05-31,FUND_EQ,118.721
2026-06-01,FUND_EQ,119.325
2026-06-02,FUND_EQ,120.12
2026-06-03,FUND_EQ,120.447
2026-06-04,FUND_EQ,120.995
2026-06-07,FUND_EQ,120.383
2026-06-08,FUND_EQ,120.952
2026-06-09,FUND_EQ,121.817
2026-06-10,FUND_EQ,122.426
2026-06-11,FUND_EQ,121.942
2026-06-14,FUND_EQ,122.793
2026-06-15,FUND_EQ,123.25
2026-06-16,FUND_EQ,123.672
2026-06-17,FUND_EQ,124.517
2026-06-18,FUND_EQ,125.374
2026-06-21,FUND_EQ,125.283
2026-06-22,FUND_EQ,126.248
2026-06-23,FUND_EQ,126.101
2026-06-24,FUND_EQ,126.982
2026-06-25,FUND_EQ,126.526
2026-06-28,FUND_EQ,127.423
2026-06-29,FUND_EQ,127.003
2026-06-30,FUND_EQ,127.413
2026-07-01,FUND_EQ,126.851
2026-07-02,FUND_EQ,127.477
2026-07-05,FUND_EQ,126.994
2026-07-06,FUND_EQ,128.001
2026-07-07,FUND_EQ,127.891
2026-07-08,FUND_EQ,128.419
2026-07-09,FUND_EQ,128.138
2026-07-12,FUND_EQ,127.495
2026-07-13,FUND_EQ,126.977
2026-07-14,FUND_EQ,127.508
2026-07-15,FUND_EQ,127.212
2026-04-01,FUND_EQS,118.295
2026-04-02,FUND_EQS,119.208
2026-04-05,FUND_EQS,119.032
2026-04-06,FUND_EQS,118.927
2026-04-07,FUND_EQS,119.441
2026-04-08,FUND_EQS,118.797
2026-04-09,FUND_EQS,118.924
2026-04-12,FUND_EQS,119.658
2026-04-13,FUND_EQS,119.555
2026-04-14,FUND_EQS,119.166
2026-04-15,FUND_EQS,119.814
2026-04-16,FUND_EQS,119.216
2026-04-19,FUND_EQS,119.889
2026-04-20,FUND_EQS,119.794
2026-04-21,FUND_EQS,120.295
2026-04-22,FUND_EQS,120.022
2026-04-23,FUND_EQS,119.577
2026-04-26,FUND_EQS,119.606
2026-04-27,FUND_EQS,119.117
2026-04-28,FUND_EQS,119.918
2026-04-29,FUND_EQS,120.727
2026-04-30,FUND_EQS,121.043
2026-05-03,FUND_EQS,120.978
2026-05-04,FUND_EQS,121.565
2026-05-05,FUND_EQS,120.99
2026-05-06,FUND_EQS,120.565
2026-05-07,FUND_EQS,121.102
2026-05-10,FUND_EQS,121.181
2026-05-11,FUND_EQS,120.837
2026-05-12,FUND_EQS,120.355
2026-05-13,FUND_EQS,119.809
2026-05-14,FUND_EQS,119.534
2026-05-17,FUND_EQS,119.757
2026-05-18,FUND_EQS,119.147
2026-05-19,FUND_EQS,119.139
2026-05-20,FUND_EQS,118.748
2026-05-21,FUND_EQS,118.181
2026-05-24,FUND_EQS,118.941
2026-05-25,FUND_EQS,119.527
2026-05-26,FUND_EQS,119.241
2026-05-27,FUND_EQS,118.792
2026-05-28,FUND_EQS,118.741
2026-05-31,FUND_EQS,119.644
2026-06-01,FUND_EQS,120.237
2026-06-02,FUND_EQS,120.142
2026-06-03,FUND_EQS,120.203
2026-06-04,FUND_EQS,119.804
2026-06-07,FUND_EQS,119.583
2026-06-08,FUND_EQS,120.328
2026-06-09,FUND_EQS,120.607
2026-06-10,FUND_EQS,120.14
2026-06-11,FUND_EQS,120.775
2026-06-14,FUND_EQS,121.483
2026-06-15,FUND_EQS,121.986
2026-06-16,FUND_EQS,121.548
2026-06-17,FUND_EQS,122.501
2026-06-18,FUND_EQS,122.861
2026-06-21,FUND_EQS,122.547
2026-06-22,FUND_EQS,121.814
2026-06-23,FUND_EQS,121.887
2026-06-24,FUND_EQS,121.268
2026-06-25,FUND_EQS,120.935
2026-06-28,FUND_EQS,121.103
2026-06-29,FUND_EQS,121.674
2026-06-30,FUND_EQS,121.93
2026-07-01,FUND_EQS,122.415
2026-07-02,FUND_EQS,123.065
2026-07-05,FUND_EQS,122.627
2026-07-06,FUND_EQS,121.974
2026-07-07,FUND_EQS,122.566
2026-07-08,FUND_EQS,123.338
2026-07-09,FUND_EQS,122.613
2026-07-12,FUND_EQS,123.348
2026-07-13,FUND_EQS,123.095
2026-07-14,FUND_EQS,122.429
2026-07-15,FUND_EQS,121.773
2026-04-01,FUND_MM,109.975
2026-04-02,FUND_MM,109.458
2026-04-05,FUND_MM,110.056
2026-04-06,FUND_MM,109.619
2026-04-07,FUND_MM,110.39
2026-04-08,FUND_MM,111.024
2026-04-09,FUND_MM,111.837
2026-04-12,FUND_MM,112.126
2026-04-13,FUND_MM,112.195
2026-04-14,FUND_MM,112.31
2026-04-15,FUND_MM,111.666
2026-04-16,FUND_MM,111.795
2026-04-19,FUND_MM,112.203
2026-04-20,FUND_MM,112.626
2026-04-21,FUND_MM,113.233
2026-04-22,FUND_MM,113.375
2026-04-23,FUND_MM,113.042
2026-04-26,FUND_MM,113.436
2026-04-27,FUND_MM,113.514
2026-04-28,FUND_MM,112.983
2026-04-29,FUND_MM,113.211
2026-04-30,FUND_MM,113.236
2026-05-03,FUND_MM,114.0
2026-05-04,FUND_MM,114.446
2026-05-05,FUND_MM,115.299
2026-05-06,FUND_MM,115.729
2026-05-07,FUND_MM,116.383
2026-05-10,FUND_MM,117.136
2026-05-11,FUND_MM,117.538
2026-05-12,FUND_MM,117.893
2026-05-13,FUND_MM,118.553
2026-05-14,FUND_MM,118.546
2026-05-17,FUND_MM,118.512
2026-05-18,FUND_MM,118.216
2026-05-19,FUND_MM,118.456
2026-05-20,FUND_MM,118.364
2026-05-21,FUND_MM,119.064
2026-05-24,FUND_MM,119.019
2026-05-25,FUND_MM,118.93
2026-05-26,FUND_MM,119.003
2026-05-27,FUND_MM,119.395
2026-05-28,FUND_MM,118.763
2026-05-31,FUND_MM,119.405
2026-06-01,FUND_MM,118.863
2026-06-02,FUND_MM,118.166
2026-06-03,FUND_MM,117.858
2026-06-04,FUND_MM,117.526
2026-06-07,FUND_MM,118.44
2026-06-08,FUND_MM,118.344
2026-06-09,FUND_MM,117.653
2026-06-10,FUND_MM,117.655
2026-06-11,FUND_MM,117.944
2026-06-14,FUND_MM,118.742
2026-06-15,FUND_MM,118.93
2026-06-16,FUND_MM,118.918
2026-06-17,FUND_MM,119.283
2026-06-18,FUND_MM,118.771
2026-06-21,FUND_MM,119.243
2026-06-22,FUND_MM,120.07
2026-06-23,FUND_MM,119.65
2026-06-24,FUND_MM,120.377
2026-06-25,FUND_MM,120.019
2026-06-28,FUND_MM,120.724
2026-06-29,FUND_MM,120.988
2026-06-30,FUND_MM,121.507
2026-07-01,FUND_MM,121.167
2026-07-02,FUND_MM,122.108
2026-07-05,FUND_MM,122.06
2026-07-06,FUND_MM,122.334
2026-07-07,FUND_MM,121.779
2026-07-08,FUND_MM,122.675
2026-07-09,FUND_MM,121.943
2026-07-12,FUND_MM,122.715
2026-07-13,FUND_MM,122.317
2026-07-14,FUND_MM,122.099
2026-07-15,FUND_MM,122.687
2026-04-01,FUND_FI_USD,101.085
2026-04-02,FUND_FI_USD,100.738
2026-04-05,FUND_FI_USD,101.057
2026-04-06,FUND_FI_USD,100.878
2026-04-07,FUND_FI_USD,101.518
2026-04-08,FUND_FI_USD,102.168
2026-04-09,FUND_FI_USD,102.217
2026-04-12,FUND_FI_USD,102.38
2026-04-13,FUND_FI_USD,101.824
2026-04-14,FUND_FI_USD,101.233
2026-04-15,FUND_FI_USD,100.754
2026-04-16,FUND_FI_USD,100.357
2026-04-19,FUND_FI_USD,100.54
2026-04-20,FUND_FI_USD,100.879
2026-04-21,FUND_FI_USD,101.116
2026-04-22,FUND_FI_USD,101.74
2026-04-23,FUND_FI_USD,101.71
2026-04-26,FUND_FI_USD,102.372
2026-04-27,FUND_FI_USD,101.791
2026-04-28,FUND_FI_USD,102.268
2026-04-29,FUND_FI_USD,103.056
2026-04-30,FUND_FI_USD,103.669
2026-05-03,FUND_FI_USD,104.047
2026-05-04,FUND_FI_USD,104.399
2026-05-05,FUND_FI_USD,104.85
2026-05-06,FUND_FI_USD,105.316
2026-05-07,FUND_FI_USD,105.222
2026-05-10,FUND_FI_USD,106.005
2026-05-11,FUND_FI_USD,106.126
2026-05-12,FUND_FI_USD,106.066
2026-05-13,FUND_FI_USD,106.266
2026-05-14,FUND_FI_USD,106.82
2026-05-17,FUND_FI_USD,106.438
2026-05-18,FUND_FI_USD,107.043
2026-05-19,FUND_FI_USD,107.743
2026-05-20,FUND_FI_USD,108.534
2026-05-21,FUND_FI_USD,109.272
2026-05-24,FUND_FI_USD,108.762
2026-05-25,FUND_FI_USD,109.03
2026-05-26,FUND_FI_USD,108.887
2026-05-27,FUND_FI_USD,108.61
2026-05-28,FUND_FI_USD,108.327
2026-05-31,FUND_FI_USD,108.265
2026-06-01,FUND_FI_USD,108.838
2026-06-02,FUND_FI_USD,109.062
2026-06-03,FUND_FI_USD,108.561
2026-06-04,FUND_FI_USD,107.994
2026-06-07,FUND_FI_USD,107.851
2026-06-08,FUND_FI_USD,108.058
2026-06-09,FUND_FI_USD,107.549
2026-06-10,FUND_FI_USD,107.661
2026-06-11,FUND_FI_USD,107.947
2026-06-14,FUND_FI_USD,108.404
2026-06-15,FUND_FI_USD,109.041
2026-06-16,FUND_FI_USD,109.509
2026-06-17,FUND_FI_USD,110.032
2026-06-18,FUND_FI_USD,110.146
2026-06-21,FUND_FI_USD,110.794
2026-06-22,FUND_FI_USD,110.886
2026-06-23,FUND_FI_USD,110.293
2026-06-24,FUND_FI_USD,109.78
2026-06-25,FUND_FI_USD,110.364
2026-06-28,FUND_FI_USD,110.684
2026-06-29,FUND_FI_USD,111.342
2026-06-30,FUND_FI_USD,110.73
2026-07-01,FUND_FI_USD,110.505
2026-07-02,FUND_FI_USD,111.361
2026-07-05,FUND_FI_USD,110.917
2026-07-06,FUND_FI_USD,111.18
2026-07-07,FUND_FI_USD,110.984
2026-07-08,FUND_FI_USD,110.766
2026-07-09,FUND_FI_USD,110.946
2026-07-12,FUND_FI_USD,110.856
2026-07-13,FUND_FI_USD,111.374
2026-07-14,FUND_FI_USD,111.227
2026-07-15,FUND_FI_USD,111.287
